Step,Value
1038,-54.93700408935547
1039,-45.98226547241211
1040,-12.481245994567871
1041,-18.570526123046875
1042,-37.0
1043,-56.03403854370117
1044,-50.0
1045,-46.48124694824219
1046,-44.40736770629883
1047,-53.4635124206543
1048,-43.44374084472656
1049,-42.38420867919922
1050,-66.96453094482422
1051,-45.0
1052,-48.570526123046875
1053,-48.98226547241211
1054,-41.954734802246094
1055,-28.154930114746094
1056,-47.0
1057,-49.0
1058,-49.14105224609375
1059,-57.98226547241211
1060,-49.0
1061,-41.7684211730957
1062,-49.98226547241211
1063,-43.48979568481445
1064,-16.58315658569336
1065,-40.0
1066,-38.888614654541016
1067,-68.5350570678711
1068,-44.38420867919922
1069,-46.14105224609375
1070,-42.570526123046875
1071,-38.954734802246094
1072,-32.673683166503906
1073,-42.22105407714844
1074,-37.570526123046875
1075,-42.0
1076,-42.865455627441406
1077,-43.0
1078,-46.40736770629883
1079,-49.570526123046875
1080,-47.48124694824219
1081,-44.83684158325195
1082,-50.0
1083,-45.0
1084,-37.673683166503906
1085,-45.0
1086,-42.48124694824219
1087,-46.0
1088,-39.0
1089,-43.98226547241211
1090,-39.0
1091,-26.570526123046875
1092,-45.31808853149414
1093,-45.0
1094,-40.48124694824219
1095,-44.48124694824219
1096,-48.0
1097,-55.98226547241211
1098,-52.98226547241211
1099,-47.0
1100,-44.865455627441406
1101,-46.0
1102,-44.48124694824219
1103,-48.570526123046875
1104,-31.206703186035156
1105,-29.820192337036133
1106,-34.18354415893555
1107,-41.0
1108,-56.4635124206543
1109,-42.570526123046875
1110,-46.62229919433594
1111,-40.954734802246094
1112,-43.38420867919922
1113,-43.962493896484375
1114,-50.81910705566406
1115,-47.0
1116,-40.570526123046875
1117,-45.0
1118,-55.552791595458984
1119,-46.38420867919922
1120,-47.570526123046875
1121,-46.570526123046875
1122,-49.570526123046875
1123,-47.0
1124,-46.48124694824219
1125,-48.0
1126,-43.40736770629883
1127,-44.865455627441406
1128,-43.38420867919922
1129,-49.98226547241211
1130,-41.83684158325195
1131,-44.71318054199219
1132,-11.302104949951172
1133,-36.22105407714844
1134,-31.610687255859375
1135,-40.37189865112305
1136,-10.673684120178223
1137,-29.282621383666992
1138,-10.384210586547852
1139,-0.6736842393875122
1140,-1.3467031717300415
1141,-18.570526123046875
1142,-37.4635124206543
1143,-34.0
1144,-47.98226547241211
1145,-42.83684158325195
1146,-44.962493896484375
1147,-57.552791595458984
1148,-44.83684158325195
1149,-49.81910705566406
1150,-47.0
1151,-48.98226547241211
1152,-44.65595245361328
1153,-43.954734802246094
1154,-50.84772491455078
1155,-42.38963317871094
1156,-41.994895935058594
1157,-60.96453094482422
1158,-47.84772491455078
1159,-48.05177307128906
1160,-56.98226547241211
1161,-33.24966812133789
1162,-60.535057067871094
1163,-53.98226547241211
1164,-43.0
1165,-46.81910705566406
1166,-55.98226547241211
1167,-47.48124694824219
1168,-52.93700408935547
1169,-44.45914077758789
1170,-39.83684158325195
1171,-35.22105407714844
1172,-42.40736770629883
1173,-49.81910705566406
1174,-42.366477966308594
1175,-17.570526123046875
1176,-25.0
1177,-30.407367706298828
1178,-30.481246948242188
1179,-34.83684158325195
1180,-25.43598175048828
1181,-46.62229919433594
1182,-39.0
1183,-33.0
1184,-40.83684158325195
1185,-43.62229919433594
1186,-43.83684158325195
1187,-10.83684253692627
1188,-11.31808853149414
1189,-39.48124694824219
1190,-45.865455627441406
1191,-53.3289680480957
1192,-41.628421783447266
1193,-36.83684158325195
1194,-33.22105407714844
1195,-46.81910705566406
1196,-39.962493896484375
1197,-50.98226547241211
1198,-39.83684158325195
1199,-36.22105407714844
1200,-44.954734802246094
1201,-45.0
1202,-48.98226547241211
1203,-36.7684211730957
1204,-55.98226547241211
1205,-44.0
1206,-48.0
1207,-56.98226547241211
1208,-58.98226547241211
1209,-55.98226547241211
1210,-47.570526123046875
1211,-54.93700408935547
1212,-50.366477966308594
1213,-46.38420867919922
1214,-38.865455627441406
1215,-46.0
1216,-47.0
1217,-43.0
1218,-51.30035400390625
1219,-43.0
