================================================================================
PPO_LSTM TRAINING RESULTS - 40000 EPOCHS
================================================================================
Generated: 2026-01-20 17:32:38
Model Type: ppo_lstm
Epochs: 40000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
755      37.451531       5.00        
756      23.346913       32.00       
757      24.173204       6.00        
758      13.038395       4.00        
759      11.637906       6.00        
760      31.394735       -1.00       
761      13.347176       20.00       
762      8.644741        14.00       
763      35.816633       47.00       
764      27.105082       19.00       
765      32.633898       37.00       
766      36.635790       20.00       
767      12.619592       4.00        
768      16.273576       22.00       
769      11.896818       20.00       
770      49.840831       48.00       
771      22.373254       6.00        
772      4.192884        15.00       
773      41.303149       46.00       
774      22.919931       18.00       
775      12.120701       3.00        
776      23.158869       19.00       
777      13.551134       14.00       
778      9.778540        -1.00       
779      12.050221       -6.00       
780      8.120686        9.00        
781      15.089346       5.00        
782      10.517257       9.00        
783      18.469424       26.00       
784      35.669269       46.00       
785      103.793274      60.00       
786      11.963781       14.00       
787      12.646682       11.00       
788      10.659252       16.00       
789      8.523448        -2.00       
790      38.087520       40.00       
791      12.719599       -2.00       
792      8.505346        0.00        
793      5.019437        13.00       
794      10.436990       -5.00       
795      10.651364       -10.00      
796      19.246794       -9.00       
797      10.226191       -7.00       
798      69.455212       48.00       
799      55.695170       44.00       
800      24.984533       37.00       
801      37.329388       36.00       
802      12.587290       12.00       
803      10.882759       -5.00       
804      85.928740       54.00       
805      31.935387       31.00       
806      13.712080       23.00       
807      16.943030       29.00       
808      8.534219        13.00       
809      55.487227       52.00       
810      12.610829       14.00       
811      23.657609       -10.00      
812      25.664506       26.00       
813      5.604875        21.00       
814      7.026715        20.00       
815      29.890305       11.00       
816      22.021542       -12.00      
817      18.327178       -4.00       
818      20.735966       -5.00       
819      11.676332       17.00       
820      15.309851       -8.00       
821      23.885776       3.00        
822      14.913147       1.00        
823      47.082656       44.00       
824      7.737440        3.00        
825      37.553270       34.00       
826      17.216841       30.00       
827      4.152773        16.00       
828      9.051181        5.00        
829      10.646928       14.00       
830      86.684397       56.00       
831      31.551036       47.00       
832      14.895058       23.00       
833      4.533774        15.00       
834      13.556074       26.00       
835      24.926586       26.00       
836      10.301089       17.00       
837      46.098444       29.00       
838      246.566227      79.00       
839      19.315710       29.00       
840      13.559919       29.00       
841      24.815901       39.00       
842      18.578908       30.00       
843      135.523422      77.00       
844      37.003716       48.00       
845      40.442306       18.00       
846      18.184144       17.00       
847      46.235069       -17.00      
848      37.326984       46.00       
849      28.855970       -5.00       
850      27.401764       -1.00       
851      10.149618       24.00       
852      57.554633       43.00       
853      80.206802       57.00       
854      20.083483       1.00        
855      11.037907       20.00       
856      16.842568       24.00       
857      22.668434       15.00       
858      28.911659       15.00       
859      23.014565       34.00       
860      7.919790        19.00       
861      43.913874       34.00       
862      13.095840       8.00        
863      57.361469       40.00       
864      29.983730       33.00       
865      19.515327       14.00       
866      13.305307       30.00       
867      49.846095       56.00       
868      20.001788       6.00        
869      34.320518       27.00       
870      19.918423       18.00       
871      27.358706       4.00        
872      22.129894       37.00       
873      136.816689      80.00       
874      25.408085       -4.00       
875      20.230850       18.00       
876      12.060297       28.00       
877      18.845622       23.00       
878      21.249937       29.00       
879      52.373315       47.00       
880      60.363449       35.00       
881      21.391619       -1.00       
882      18.555466       24.00       
883      3.856735        18.00       
884      151.018524      81.00       
885      51.773969       42.00       
886      89.940969       64.00       
887      50.993512       50.00       
888      128.348690      67.00       
889      33.046718       31.00       
890      7.430073        37.00       
891      73.010727       57.00       
892      23.381623       18.00       
893      42.100423       39.00       
894      11.501218       8.00        
895      86.776815       60.00       
896      33.920834       7.00        
897      26.741413       13.00       
898      46.322719       -4.00       
899      24.163461       15.00       
900      20.668246       26.00       
901      34.795171       14.00       
902      66.609013       49.00       
903      37.160224       6.00        
904      22.022360       27.00       
905      58.688132       37.00       
906      38.580648       26.00       
907      23.619895       34.00       
908      14.353926       12.00       
909      17.616028       21.00       
910      31.682270       7.00        
911      14.288990       14.00       
912      29.624366       18.00       
913      53.362689       31.00       
914      19.220789       0.00        
915      18.542487       19.00       
916      28.844346       9.00        
917      80.660297       59.00       
918      46.575696       38.00       
919      32.062715       -6.00       
920      16.907438       8.00        
921      14.287336       7.00        
922      36.384798       13.00       
923      34.097566       -10.00      
924      22.496985       46.00       
925      92.872789       53.00       
926      14.946335       13.00       
927      8.756444        11.00       
928      18.452317       24.00       
929      10.183938       18.00       
930      31.260826       47.00       
931      15.534918       9.00        
932      42.785597       39.00       
933      27.710865       28.00       
934      12.007740       10.00       
935      25.780088       34.00       
936      11.855509       19.00       
937      8.857297        20.00       
938      21.020247       25.00       
939      23.012115       3.00        
940      20.649396       9.00        
941      41.805613       29.00       
942      13.730140       19.00       
943      19.250253       13.00       
944      8.229908        6.00        
945      6.230913        4.00        
946      29.764509       48.00       
947      50.311759       37.00       
948      19.916609       26.00       
949      6.782071        16.00       
950      35.303572       39.00       
951      34.449761       -11.00      
952      31.972750       -11.00      
953      27.619604       -1.00       
954      41.739989       -10.00      
955      43.922512       -18.00      
956      76.597582       -38.00      
957      50.275694       -28.00      
958      16.423103       11.00       
959      20.265652       28.00       
960      46.501595       -8.00       
961      49.262403       -26.00      
962      72.061348       64.00       
963      10.227957       14.00       
964      22.537456       -14.00      
965      116.563705      63.00       
966      27.349320       12.00       
967      8.496421        26.00       
968      17.641176       7.00        
969      46.505080       38.00       
970      5.207347        19.00       
971      11.055302       20.00       
972      14.187853       20.00       
973      99.509207       66.00       
974      9.215824        20.00       
975      38.961081       44.00       
976      35.252448       46.00       
977      21.454949       28.00       
978      22.750531       -4.00       
979      20.864884       3.00        
980      113.718399      78.00       
981      33.822804       40.00       
982      11.418153       22.00       
983      87.748404       59.00       
984      41.422686       38.00       
985      26.010936       -3.00       
986      21.843824       23.00       
987      109.753731      59.00       
988      14.927893       3.00        
989      7.023876        13.00       
990      25.608486       30.00       
991      24.420714       -7.00       
992      11.539903       21.00       
993      36.489073       24.00       
994      13.728061       29.00       
995      31.928664       39.00       
996      17.184469       13.00       
997      21.345314       19.00       
998      15.466198       7.00        
999      19.235762       19.00       
1000     68.130939       50.00       
1001     30.824362       28.00       
1002     178.093075      98.00       
1003     26.335941       27.00       
1004     23.128660       -2.00       
1005     17.980854       26.00       
1006     5.530139        20.00       
1007     69.417912       46.00       
1008     33.974417       29.00       
1009     22.980046       20.00       
1010     26.409492       18.00       
1011     8.924060        20.00       
1012     26.689419       -10.00      
1013     28.563159       19.00       
1014     25.948354       -6.00       
1015     23.458199       -8.00       
1016     10.422019       21.00       
1017     28.223264       -13.00      
1018     8.160029        12.00       
1019     26.814747       37.00       
1020     85.962984       51.00       
1021     10.438086       11.00       
1022     27.405303       34.00       
1023     39.058558       28.00       
1024     21.202571       45.00       
1025     26.378625       28.00       
1026     236.326035      89.00       
1027     6.286737        28.00       
1028     21.817261       40.00       
1029     24.484388       28.00       
1030     52.317526       39.00       
1031     22.940187       9.00        
1032     27.770422       20.00       
