================================================================================
IQN TRAINING RESULTS - 20000 EPOCHS
================================================================================
Generated: 2026-01-20 17:30:33
Model Type: iqn
Epochs: 20000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
571      0.373478        40.00       
572      0.374872        20.00       
573      0.466872        69.00       
574      0.499357        40.00       
575      0.412570        20.00       
576      0.480493        60.00       
577      0.409540        50.00       
578      0.428882        30.00       
579      0.358139        50.00       
580      0.528328        70.00       
581      0.589511        110.00      
582      0.528076        130.00      
583      0.564062        80.00       
584      0.646449        80.00       
585      0.651597        60.00       
586      0.582778        60.00       
587      0.698406        69.00       
588      0.571239        70.00       
589      0.548417        59.00       
590      0.797235        85.00       
591      0.462346        45.00       
592      0.582415        73.00       
593      0.591416        22.00       
594      0.625742        40.00       
595      0.516944        44.00       
596      0.571173        70.00       
597      0.505100        59.00       
598      0.364778        30.00       
599      0.482393        50.00       
600      0.846417        90.00       
601      0.653425        20.00       
602      0.866860        40.00       
603      0.803029        10.00       
604      0.733910        10.00       
605      0.809611        10.00       
606      0.656651        9.00        
607      0.789235        30.00       
608      0.615374        0.00        
609      0.601186        10.00       
610      0.659241        20.00       
611      0.637002        0.00        
612      0.655417        0.00        
613      0.592236        0.00        
614      0.805717        0.00        
615      0.597587        10.00       
616      0.731590        30.00       
617      0.623394        26.00       
618      0.594812        16.00       
619      0.558530        10.00       
620      0.622853        10.00       
621      0.489123        0.00        
622      0.558480        40.00       
623      0.667516        10.00       
624      0.615517        9.00        
625      0.746074        20.00       
626      0.545919        20.00       
627      0.516707        19.00       
628      0.575311        0.00        
629      0.660147        8.00        
630      0.575218        50.00       
631      0.615428        20.00       
632      0.664867        10.00       
633      0.603280        30.00       
634      0.513557        10.00       
635      0.566114        0.00        
636      0.623315        0.00        
637      0.596663        30.00       
638      0.577247        20.00       
639      0.601728        20.00       
640      0.677876        50.00       
641      0.708792        10.00       
642      0.604551        10.00       
643      0.624204        0.00        
644      0.647748        40.00       
645      0.803745        10.00       
646      0.549498        10.00       
647      0.576882        20.00       
648      0.642571        40.00       
649      0.702180        50.00       
650      0.649081        10.00       
651      0.666500        0.00        
652      0.603338        30.00       
653      0.589514        40.00       
654      0.575474        50.00       
655      0.624061        0.00        
656      0.555965        10.00       
657      0.561968        20.00       
658      0.648887        40.00       
659      0.609112        10.00       
660      0.730101        40.00       
661      0.672329        10.00       
662      0.825249        40.00       
663      0.606554        20.00       
664      0.675791        10.00       
665      0.672676        20.00       
666      0.747755        30.00       
667      0.736489        20.00       
668      0.572660        0.00        
669      0.710911        20.00       
670      0.836649        10.00       
671      0.651856        10.00       
672      0.615695        0.00        
673      0.615686        30.00       
674      0.600343        40.00       
675      0.622116        10.00       
676      0.683622        0.00        
677      0.580909        0.00        
678      0.634426        30.00       
679      0.686715        0.00        
680      0.514764        10.00       
681      0.545887        10.00       
682      0.600569        20.00       
683      0.507431        0.00        
684      0.642576        0.00        
685      0.654196        40.00       
686      0.718321        10.00       
687      0.641597        30.00       
688      0.640883        0.00        
689      0.605853        20.00       
690      0.627360        20.00       
691      0.590308        0.00        
692      0.650244        30.00       
693      0.589427        0.00        
694      0.647227        20.00       
695      0.538534        10.00       
696      0.699987        10.00       
697      0.594652        10.00       
698      0.630463        20.00       
699      0.663054        20.00       
700      0.831878        10.00       
701      0.647797        30.00       
702      0.624806        0.00        
703      0.712753        0.00        
704      0.659968        20.00       
705      0.742410        10.00       
706      0.572630        10.00       
707      0.566131        10.00       
708      0.623510        0.00        
709      0.590600        10.00       
710      0.576397        20.00       
711      0.590053        10.00       
712      0.570480        10.00       
713      0.548701        20.00       
714      0.690692        20.00       
715      0.644799        10.00       
716      0.619251        10.00       
717      0.631649        10.00       
718      0.604326        10.00       
719      0.631376        0.00        
720      0.708043        20.00       
721      0.620222        20.00       
722      0.775265        60.00       
723      0.604809        10.00       
724      0.646914        30.00       
725      0.678054        40.00       
726      0.576281        10.00       
727      0.643667        20.00       
728      0.709660        40.00       
729      0.700029        20.00       
730      0.612750        10.00       
731      0.575250        10.00       
732      0.629720        20.00       
733      0.616274        10.00       
734      0.675578        20.00       
735      0.558326        30.00       
736      0.596125        30.00       
737      0.572754        10.00       
738      0.690803        10.00       
739      0.597637        30.00       
740      0.546885        20.00       
741      0.715013        0.00        
742      0.680575        10.00       
743      0.651362        0.00        
744      0.618118        20.00       
745      0.661039        0.00        
746      0.668731        0.00        
747      0.643775        0.00        
748      0.435805        20.00       
749      0.635640        20.00       
750      0.544842        0.00        
751      0.643835        0.00        
752      0.607236        10.00       
753      0.495231        10.00       
754      0.530130        0.00        
755      0.611605        20.00       
756      0.530117        50.00       
757      0.568271        10.00       
