================================================================================
CPC TRAINING RESULTS - 1000 EPOCHS
================================================================================
Generated: 2026-01-20 16:33:31
Model Type: ppo_lstm_cpc
Epochs: 1000
CPC Start Epoch: 10
CPC Memory Bank Size: 1000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      CPC Loss        Reward       Mem Bank  
313      0.000000        0.000000        21.00        0/1000    
314      0.000000        0.000000        16.00        0/1000    
315      0.000000        0.000000        39.00        0/1000    
316      0.000000        0.000000        24.00        0/1000    
317      0.000000        0.000000        70.00        0/1000    
318      0.000000        0.000000        102.00       0/1000    
319      0.000000        0.000000        33.00        0/1000    
320      0.000000        0.000000        34.00        0/1000    
321      0.000000        0.000000        77.00        0/1000    
322      0.000000        0.000000        7.00         0/1000    
323      0.000000        0.000000        129.00       0/1000    
324      0.000000        0.000000        12.00        0/1000    
325      0.000000        0.000000        78.00        0/1000    
326      0.000000        0.000000        49.00        0/1000    
327      0.000000        0.000000        47.00        0/1000    
328      0.000000        0.000000        39.00        0/1000    
329      0.000000        0.000000        76.00        0/1000    
330      0.000000        0.000000        87.00        0/1000    
331      0.000000        0.000000        24.00        0/1000    
332      0.000000        0.000000        67.00        0/1000    
333      0.000000        0.000000        64.00        0/1000    
334      0.000000        0.000000        57.00        0/1000    
335      0.000000        0.000000        56.00        0/1000    
336      0.000000        0.000000        84.00        0/1000    
337      0.000000        0.000000        54.00        0/1000    
338      0.000000        0.000000        84.00        0/1000    
339      0.000000        0.000000        66.00        0/1000    
340      0.000000        0.000000        70.00        0/1000    
341      0.000000        0.000000        51.00        0/1000    
342      0.000000        0.000000        30.00        0/1000    
343      0.000000        0.000000        59.00        0/1000    
344      0.000000        0.000000        57.00        0/1000    
345      0.000000        0.000000        35.00        0/1000    
346      0.000000        0.000000        88.00        0/1000    
347      0.000000        0.000000        29.00        0/1000    
348      0.000000        0.000000        58.00        0/1000    
349      0.000000        0.000000        66.00        0/1000    
350      0.000000        0.000000        57.00        0/1000    
351      0.000000        0.000000        50.00        0/1000    
352      0.000000        0.000000        57.00        0/1000    
353      0.000000        0.000000        55.00        0/1000    
354      0.000000        0.000000        77.00        0/1000    
355      0.000000        0.000000        74.00        0/1000    
356      0.000000        0.000000        66.00        0/1000    
357      0.000000        0.000000        57.00        0/1000    
358      0.000000        0.000000        34.00        0/1000    
359      0.000000        0.000000        95.00        0/1000    
360      0.000000        0.000000        20.00        0/1000    
361      0.000000        0.000000        56.00        0/1000    
362      0.000000        0.000000        91.00        0/1000    
363      0.000000        0.000000        37.00        0/1000    
364      0.000000        0.000000        115.00       0/1000    
365      0.000000        0.000000        93.00        0/1000    
366      0.000000        0.000000        83.00        0/1000    
367      0.000000        0.000000        62.00        0/1000    
368      0.000000        0.000000        80.00        0/1000    
369      0.000000        0.000000        53.00        0/1000    
370      0.000000        0.000000        13.00        0/1000    
371      0.000000        0.000000        63.00        0/1000    
372      0.000000        0.000000        38.00        0/1000    
373      0.000000        0.000000        66.00        0/1000    
374      0.000000        0.000000        72.00        0/1000    
375      0.000000        0.000000        73.00        0/1000    
376      0.000000        0.000000        64.00        0/1000    
377      0.000000        0.000000        7.00         0/1000    
378      0.000000        0.000000        52.00        0/1000    
379      0.000000        0.000000        62.00        0/1000    
380      0.000000        0.000000        55.00        0/1000    
381      0.000000        0.000000        63.00        0/1000    
382      0.000000        0.000000        79.00        0/1000    
383      0.000000        0.000000        90.00        0/1000    
384      0.000000        0.000000        48.00        0/1000    
385      0.000000        0.000000        62.00        0/1000    
386      0.000000        0.000000        52.00        0/1000    
387      0.000000        0.000000        23.00        0/1000    
388      0.000000        0.000000        76.00        0/1000    
389      0.000000        0.000000        42.00        0/1000    
390      0.000000        0.000000        92.00        0/1000    
391      0.000000        0.000000        54.00        0/1000    
392      0.000000        0.000000        52.00        0/1000    
393      0.000000        0.000000        51.00        0/1000    
394      0.000000        0.000000        76.00        0/1000    
395      0.000000        0.000000        25.00        0/1000    
396      0.000000        0.000000        10.00        0/1000    
397      0.000000        0.000000        72.00        0/1000    
398      0.000000        0.000000        14.00        0/1000    
399      0.000000        0.000000        68.00        0/1000    
400      0.000000        0.000000        42.00        0/1000    
401      0.000000        0.000000        30.00        0/1000    
402      0.000000        0.000000        32.00        0/1000    
403      0.000000        0.000000        35.00        0/1000    
404      0.000000        0.000000        18.00        0/1000    
405      0.000000        0.000000        45.00        0/1000    
406      0.000000        0.000000        82.00        0/1000    
407      0.000000        0.000000        54.00        0/1000    
408      0.000000        0.000000        67.00        0/1000    
409      0.000000        0.000000        49.00        0/1000    
410      0.000000        0.000000        44.00        0/1000    
411      0.000000        0.000000        73.00        0/1000    
412      0.000000        0.000000        108.00       0/1000    
413      0.000000        0.000000        53.00        0/1000    
414      0.000000        0.000000        81.00        0/1000    
415      0.000000        0.000000        36.00        0/1000    
416      0.000000        0.000000        88.00        0/1000    
417      0.000000        0.000000        18.00        0/1000    
418      0.000000        0.000000        8.00         0/1000    
419      0.000000        0.000000        87.00        0/1000    
420      0.000000        0.000000        62.00        0/1000    
421      0.000000        0.000000        -1.00        0/1000    
422      0.000000        0.000000        19.00        0/1000    
423      0.000000        0.000000        54.00        0/1000    
424      0.000000        0.000000        79.00        0/1000    
425      0.000000        0.000000        105.00       0/1000    
426      0.000000        0.000000        99.00        0/1000    
427      0.000000        0.000000        44.00        0/1000    
428      0.000000        0.000000        107.00       0/1000    
429      0.000000        0.000000        62.00        0/1000    
430      0.000000        0.000000        96.00        0/1000    
431      0.000000        0.000000        52.00        0/1000    
432      0.000000        0.000000        76.00        0/1000    
433      0.000000        0.000000        90.00        0/1000    
434      0.000000        0.000000        37.00        0/1000    
435      0.000000        0.000000        36.00        0/1000    
436      0.000000        0.000000        65.00        0/1000    
437      0.000000        0.000000        116.00       0/1000    
438      0.000000        0.000000        71.00        0/1000    
439      0.000000        0.000000        32.00        0/1000    
440      0.000000        0.000000        112.00       0/1000    
441      0.000000        0.000000        66.00        0/1000    
442      0.000000        0.000000        39.00        0/1000    
443      0.000000        0.000000        48.00        0/1000    
444      0.000000        0.000000        51.00        0/1000    
445      0.000000        0.000000        87.00        0/1000    
446      0.000000        0.000000        69.00        0/1000    
447      0.000000        0.000000        40.00        0/1000    
448      0.000000        0.000000        15.00        0/1000    
449      0.000000        0.000000        40.00        0/1000    
450      0.000000        0.000000        38.00        0/1000    
451      0.000000        0.000000        70.00        0/1000    
452      0.000000        0.000000        33.00        0/1000    
453      0.000000        0.000000        57.00        0/1000    
454      0.000000        0.000000        60.00        0/1000    
455      0.000000        0.000000        69.00        0/1000    
456      0.000000        0.000000        55.00        0/1000    
457      0.000000        0.000000        71.00        0/1000    
458      0.000000        0.000000        89.00        0/1000    
459      0.000000        0.000000        88.00        0/1000    
460      0.000000        0.000000        65.00        0/1000    
461      0.000000        0.000000        94.00        0/1000    
462      0.000000        0.000000        49.00        0/1000    
463      0.000000        0.000000        46.00        0/1000    
464      0.000000        0.000000        76.00        0/1000    
465      0.000000        0.000000        78.00        0/1000    
466      0.000000        0.000000        63.00        0/1000    
467      0.000000        0.000000        12.00        0/1000    
468      0.000000        0.000000        99.00        0/1000    
469      0.000000        0.000000        5.00         0/1000    
470      0.000000        0.000000        -3.00        0/1000    
471      0.000000        0.000000        95.00        0/1000    
472      0.000000        0.000000        77.00        0/1000    
473      0.000000        0.000000        50.00        0/1000    
474      0.000000        0.000000        77.00        0/1000    
475      0.000000        0.000000        49.00        0/1000    
476      0.000000        0.000000        36.00        0/1000    
477      0.000000        0.000000        24.00        0/1000    
478      0.000000        0.000000        50.00        0/1000    
479      0.000000        0.000000        60.00        0/1000    
480      0.000000        0.000000        81.00        0/1000    
481      0.000000        0.000000        45.00        0/1000    
482      0.000000        0.000000        46.00        0/1000    
483      0.000000        0.000000        60.00        0/1000    
484      0.000000        0.000000        67.00        0/1000    
485      0.000000        0.000000        98.00        0/1000    
486      0.000000        0.000000        57.00        0/1000    
487      0.000000        0.000000        37.00        0/1000    
488      0.000000        0.000000        78.00        0/1000    
489      0.000000        0.000000        44.00        0/1000    
490      0.000000        0.000000        53.00        0/1000    
491      0.000000        0.000000        83.00        0/1000    
492      0.000000        0.000000        31.00        0/1000    
493      0.000000        0.000000        7.00         0/1000    
494      0.000000        0.000000        74.00        0/1000    
495      0.000000        0.000000        61.00        0/1000    
496      0.000000        0.000000        67.00        0/1000    
497      0.000000        0.000000        16.00        0/1000    
498      0.000000        0.000000        53.00        0/1000    
499      0.000000        0.000000        47.00        0/1000    
500      0.000000        0.000000        50.00        0/1000    
501      0.000000        0.000000        106.00       0/1000    
502      0.000000        0.000000        38.00        0/1000    
503      0.000000        0.000000        68.00        0/1000    
504      0.000000        0.000000        37.00        0/1000    
505      0.000000        0.000000        41.00        0/1000    
506      0.000000        0.000000        40.00        0/1000    
507      0.000000        0.000000        49.00        0/1000    
508      0.000000        0.000000        53.00        0/1000    
509      0.000000        0.000000        37.00        0/1000    
510      0.000000        0.000000        35.00        0/1000    
511      0.000000        0.000000        93.00        0/1000    
512      0.000000        0.000000        80.00        0/1000    
513      0.000000        0.000000        64.00        0/1000    
514      0.000000        0.000000        60.00        0/1000    
515      0.000000        0.000000        55.00        0/1000    
516      0.000000        0.000000        88.00        0/1000    
517      0.000000        0.000000        41.00        0/1000    
518      0.000000        0.000000        22.00        0/1000    
519      0.000000        0.000000        52.00        0/1000    
520      0.000000        0.000000        112.00       0/1000    
521      0.000000        0.000000        68.00        0/1000    
522      0.000000        0.000000        50.00        0/1000    
523      0.000000        0.000000        35.00        0/1000    
524      0.000000        0.000000        58.00        0/1000    
525      0.000000        0.000000        71.00        0/1000    
526      0.000000        0.000000        82.00        0/1000    
